time (s),power (mW),amplitude (m) = 1e-06,bundle radius = 0.002,fiber radius = 7.500000000000001e-05,# fibers = 418,beam waist = 0.0026530612244897956,cladding radius = 5e-05,total power (mW) = 90,sampling rate = 2000000.0,trace length = 0.0001,signal frequency = 108000.0
0.0,0.0030219942199116723,1e-06
5e-07,0.008051024972409948,9.429905358928645e-07
1e-06,0.002931501103013101,7.784623015670234e-07
1.5e-06,0.0034529617884460073,5.251746299612957e-07
2e-06,0.0019590704093670475,2.1200710992205473e-07
2.4999999999999998e-06,0.0011999080565283649,-1.2533323356430415e-07
3e-06,-0.0024890260116783303,-4.483832160900321e-07
3.5e-06,-0.006969701347753432,-7.203090248879069e-07
4e-06,-0.00620166892136087,-9.101059706849956e-07
4.5e-06,-0.0033978866212471814,-9.961336091431724e-07
4.9999999999999996e-06,-0.0057897751376998485,-9.685831611286312e-07
5.5e-06,-0.0037025839855187037,-8.305958991958126e-07
6e-06,-0.0087151134995338,-5.97904983057519e-07
6.5e-06,0.0016834160101306672,-2.97041581577035e-07
7e-06,-0.0029285843892727925,3.769018266993467e-08
7.499999999999999e-06,0.0015181663661496536,3.681245526846774e-07
8e-06,0.009318091231520498,6.565857557529562e-07
8.5e-06,0.004334797048696881,8.701837546695255e-07
9e-06,0.0039349862317963336,9.845643345292053e-07
9.499999999999999e-06,0.0039349862317963336,9.86685944207868e-07
9.999999999999999e-06,0.0038603773858869594,8.763066800438638e-07
1.05e-05,0.009642121668107073,6.660118674342518e-07
1.1e-05,0.0010281416438577828,3.797790955218012e-07
1.15e-05,-0.0014439185199357496,5.0244318179769394e-08
1.2e-05,0.0016742447609363609,-2.850192624699756e-07
1.2499999999999999e-05,-0.008654695625152531,-5.877852522924729e-07
1.3e-05,-0.004465686512892475,-8.235325976284273e-07
1.35e-05,-0.006171190650011038,-9.653816388332737e-07
1.4e-05,-0.0033978866212471814,-9.97158900260614e-07
1.45e-05,-0.008576506286305019,-9.152411726209174e-07
1.4999999999999999e-05,-0.006837886942713478,-7.289686274214123e-07
1.55e-05,-0.002586029553898417,-4.595798606214871e-07
1.6e-05,0.0004685374831461253,-1.3779029068463877e-07
1.6499999999999998e-05,0.0010602706617444113,1.9970998051440476e-07
1.7e-05,0.0033672500742261136,5.144395337815062e-07
1.75e-05,0.002166201373642096,7.70513242775788e-07
1.8e-05,0.008051024972409948,9.387338576538741e-07
1.85e-05,0.0030219942199116723,9.99921044203816e-07
1.8999999999999998e-05,0.006961504102948268,9.470983049947447e-07
1.95e-05,0.0023001406855467366,7.862884321366196e-07
1.9999999999999998e-05,0.004943280395246941,5.358267949789973e-07
2.05e-05,0.0016593665461237528,2.2427076094938186e-07
2.1e-05,0.002776214740458194,-1.128563848734812e-07
2.1499999999999997e-05,-0.00137331278094166,-4.3711576665093104e-07
2.2e-05,-0.008068804004723429,-7.115356772092852e-07
2.2499999999999998e-05,-0.00550157564648357,-9.048270524660188e-07
2.3e-05,-0.0033978866212471814,-9.949510169813001e-07
2.35e-05,-0.004575758591267132,-9.71631732914674e-07
2.4e-05,-0.0033321603367304498,-8.375280400421423e-07
2.45e-05,-0.006498594269426228,-6.07930297694606e-07
2.4999999999999998e-05,0.0015462741206757613,-3.09016994374948e-07
2.55e-05,-0.001403570690260203,2.5130095443337016e-08
2.6e-05,0.0008396190120092406,3.564118787132505e-07
2.65e-05,0.009699803090027714,6.470559615694442e-07
2.7e-05,0.005079576221071136,8.639234171928353e-07
2.7499999999999998e-05,0.00431323838583797,9.82287250728688e-07
2.8e-05,0.0038595403853980415,9.88651744737914e-07
2.8499999999999998e-05,0.003401741554757809,8.822912264349545e-07
2.9e-05,0.00955566963338983,6.753328081210237e-07
2.95e-05,-0.00022574965013610893,3.913736668372046e-07
2.9999999999999997e-05,-0.001739652098161848,6.279051952931557e-08
3.05e-05,3.100002504208277e-05,-2.7295193551732325e-07
3.1e-05,-0.009353482622024067,-5.77572703422269e-07
3.15e-05,-0.004905129503256056,-8.16339250717183e-07
3.2e-05,-0.00626808266897072,-9.620276715860854e-07
3.25e-05,-0.0033978866212471814,-9.980267284282717e-07
3.2999999999999996e-05,-0.009644925238474489,-9.202318473658721e-07
3.35e-05,-0.005775967675535565,-7.375131173581744e-07
3.4e-05,-0.0020453429212961005,-4.707039321653331e-07
3.45e-05,0.0009417164263361144,-1.5022558912075744e-07
3.5e-05,0.0014095007538563742,1.8738131458572093e-07
3.5499999999999996e-05,0.002236281634612869,5.036232016357578e-07
3.6e-05,0.003325426926600983,7.62442511011448e-07
3.65e-05,0.008834552783914873,9.343289424566121e-07
3.7e-05,0.0030219942199116723,9.996841892833e-07
3.75e-05,0.006636765977264147,9.510565162951544e-07
3.7999999999999995e-05,0.003320948915765509,7.939903986478369e-07
3.85e-05,0.006773307210893531,5.463943467342681e-07
3.9e-05,0.0026431898160561573,2.3649899702372676e-07
3.95e-05,0.002458009653153237,-1.0036171485121293e-07
3.9999999999999996e-05,-0.0006161569639284714,-4.2577929156507105e-07
4.0499999999999995e-05,-0.009627797759585999,-7.026499697988455e-07
4.1e-05,-0.005140964950898663,-8.994052515663704e-07
4.15e-05,-0.003778934808541745,-9.936113105200082e-07
4.2e-05,-0.004431215393739585,-9.745268727865773e-07
4.2499999999999996e-05,-0.0029155213196125906,-8.443279255020174e-07
4.2999999999999995e-05,-0.007782626041354934,-6.178596130903375e-07
4.35e-05,0.0012936779683521138,-3.2094360980720983e-07
4.4e-05,-0.002008831545113665,1.2566039883352439e-08
4.45e-05,0.0004893188014900574,3.4464292317451373e-07
